"ID","TRAIN_ID","DESTINATION_CODE","GROUP_TRAIN_ID","LOCAL_SUB_ID","GLOBAL_SUB_ID","TRAIN_ATTRIBUTE","STATION","PLATFORM","ARRIVAL_DEPARTURE_FLAG","TO_DATE('1970-1-1','YYYY-MM-DD","TO_DATE('1970-1-1','YYYY-MM-DD","TIME_DIFF_FROM_SCHD"
"20","104","96","000","6","409","16388","5","1","A","2014/4/30 4:45:28","2014/4/30 4:45:25","-3"
"21","104","96","000","6","409","16388","5","1","D","2014/4/30 4:46:12","2014/4/30 4:46:05","-7"
"22","104","96","000","6","409","16388","4","1","A","2014/4/30 4:48:56","2014/4/30 4:48:55","-1"
"23","104","96","000","6","409","16388","4","1","D","2014/4/30 4:49:22","2014/4/30 4:49:30","8"
"24","104","96","000","6","409","16388","3","1","A","2014/4/30 4:51:27","2014/4/30 4:51:35","8"
"25","104","96","000","6","409","16388","3","1","D","2014/4/30 4:51:47","2014/4/30 4:52:05","18"
"26","104","96","000","6","409","16388","2","1","A","2014/4/30 4:53:47","2014/4/30 4:54:02","15"
"27","104","96","000","6","409","16388","2","1","D","2014/4/30 4:54:09","2014/4/30 4:54:22","13"
"28","104","96","000","6","409","16388","1","1","A","2014/4/30 4:56:16","2014/4/30 4:56:27","11"
"29","104","96","000","6","409","16388","1","1","D","2014/4/30 4:58:21","2014/4/30 4:57:02","-79"
"30","104","12","000","7","410","16388","1","2","A","2014/4/30 5:01:50","2014/4/30 5:02:06","16"
"31","104","12","000","7","410","16388","1","2","D","2014/4/30 5:02:36","2014/4/30 5:02:51","15"
"32","104","12","000","7","410","16388","2","2","A","2014/4/30 5:04:43","2014/4/30 5:04:43","0"
"33","104","12","000","7","410","16388","2","2","D","2014/4/30 5:05:07","2014/4/30 5:05:03","-4"
"34","104","12","000","7","410","16388","3","2","A","2014/4/30 5:07:06","2014/4/30 5:06:57","-9"
"35","104","12","000","7","410","16388","3","2","D","2014/4/30 5:07:32","2014/4/30 5:07:27","-5"
"36","104","12","000","7","410","16388","4","2","A","2014/4/30 5:09:43","2014/4/30 5:09:31","-12"
"37","104","25","000","5","408","16388","11","2","D","2014/4/30 3:05:34","2014/4/30 3:05:27","-7"
"38","104","25","000","5","408","16388","12","2","A","2014/4/30 3:07:28","2014/4/30 3:07:03","-25"
"39","104","25","000","5","408","16388","12","2","D","2014/4/30 3:07:50","2014/4/30 3:07:38","-12"
"40","104","25","000","5","408","16388","13","2","A","2014/4/30 3:10:25","2014/4/30 3:09:47","-38"
"41","104","25","000","5","408","16388","13","2","D","2014/4/30 3:11:01","2014/4/30 3:10:42","-19"
"42","104","25","000","5","408","16388","14","2","A","2014/4/30 3:12:43","2014/4/30 3:11:59","-44"
"43","104","25","000","5","408","16388","14","2","D","2014/4/30 3:13:20","2014/4/30 3:12:24","-56"
"44","104","25","000","5","408","16388","15","2","A","2014/4/30 3:15:02","2014/4/30 3:13:46","-76"
"45","104","25","000","5","408","16388","15","2","D","2014/4/30 3:15:21","2014/4/30 3:14:16","-65"
"46","104","25","000","5","408","16388","16","2","A","2014/4/30 3:16:53","2014/4/30 3:16:22","-31"
"47","104","25","000","5","408","16388","16","2","D","2014/4/30 3:17:31","2014/4/30 3:17:02","-29"
"48","104","25","000","5","408","16388","17","2","A","2014/4/30 3:19:50","2014/4/30 3:18:50","-60"
"49","104","25","000","5","408","16388","17","2","D","2014/4/30 3:21:21","2014/4/30 3:19:25","-116"
"50","104","25","000","5","408","16388","18","2","A","2014/4/30 3:23:37","2014/4/30 3:21:24","-133"
"51","104","25","000","5","408","16388","18","2","D","2014/4/30 3:24:02","2014/4/30 3:21:59","-123"
"52","104","25","000","5","408","16388","19","2","A","2014/4/30 3:25:42","2014/4/30 3:23:24","-138"
"53","104","25","000","5","408","16388","19","2","D","2014/4/30 3:25:44","2014/4/30 3:23:59","-105"
"54","104","25","000","5","408","16388","20","2","A","2014/4/30 3:28:16","2014/4/30 3:26:02","-134"
"55","104","25","000","5","408","16388","20","2","D","2014/4/30 3:28:35","2014/4/30 3:26:27","-128"
"56","104","25","000","5","408","16388","21","2","A","2014/4/30 3:30:48","2014/4/30 3:28:43","-125"
"57","104","25","000","5","408","16388","21","2","D","2014/4/30 3:31:07","2014/4/30 3:29:13","-114"
"58","104","25","000","5","408","16388","22","2","A","2014/4/30 3:33:15","2014/4/30 3:31:19","-116"
"59","104","25","000","5","408","16388","22","2","D","2014/4/30 3:33:39","2014/4/30 3:31:49","-110"
"60","104","25","000","5","408","16388","23","2","A","2014/4/30 3:35:45","2014/4/30 3:33:57","-108"
"61","104","25","000","5","408","16388","23","2","D","2014/4/30 3:36:08","2014/4/30 3:34:27","-101"
"62","104","25","000","5","408","16388","24","2","A","2014/4/30 3:37:50","2014/4/30 3:36:10","-100"
"63","104","25","000","5","408","16388","24","2","D","2014/4/30 3:38:12","2014/4/30 3:36:35","-97"
"64","104","25","000","5","408","16388","25","2","A","2014/4/30 3:40:24","2014/4/30 3:38:54","-90"
"65","104","25","000","5","408","16388","25","2","D","2014/4/30 3:40:48","2014/4/30 3:39:24","-84"
"66","104","25","000","5","408","16388","26","2","A","2014/4/30 3:42:44","2014/4/30 3:41:25","-79"
"67","104","25","000","5","408","16388","26","2","D","2014/4/30 3:43:10","2014/4/30 3:41:55","-75"
"68","104","25","000","5","408","16388","27","2","A","2014/4/30 3:44:52","2014/4/30 3:43:40","-72"
"69","104","25","000","5","408","16388","27","2","D","2014/4/30 3:45:11","2014/4/30 3:44:10","-61"
"70","104","25","000","5","408","16388","28","3","A","2014/4/30 3:47:02","2014/4/30 3:46:03","-59"
"71","104","25","000","5","408","16388","28","3","D","2014/4/30 3:47:33","2014/4/30 3:47:03","-30"
"72","104","25","000","5","408","16388","28","4","D","2014/4/30 3:48:29","2014/4/30 3:48:29","0"
"73","104","96","000","6","409","16388","28","1","A","2014/4/30 3:50:49","2014/4/30 3:50:37","-12"
"74","104","96","000","6","409","16388","28","1","D","2014/4/30 3:51:34","2014/4/30 3:51:37","3"
"75","104","96","000","6","409","16388","27","1","A","2014/4/30 3:53:35","2014/4/30 3:53:24","-11"
"76","104","96","000","6","409","16388","27","1","D","2014/4/30 3:53:58","2014/4/30 3:53:54","-4"
"77","104","96","000","6","409","16388","26","1","A","2014/4/30 3:55:38","2014/4/30 3:55:38","0"
"78","104","96","000","6","409","16388","26","1","D","2014/4/30 3:56:07","2014/4/30 3:56:08","1"
"79","104","96","000","6","409","16388","25","1","A","2014/4/30 3:58:26","2014/4/30 3:58:27","1"
"80","104","96","000","6","409","16388","25","1","D","2014/4/30 3:58:56","2014/4/30 3:58:57","1"
"81","104","96","000","6","409","16388","24","1","A","2014/4/30 4:01:16","2014/4/30 4:01:25","9"
"82","104","96","000","6","409","16388","24","1","D","2014/4/30 4:01:40","2014/4/30 4:01:50","10"
"83","104","96","000","6","409","16388","23","1","A","2014/4/30 4:03:26","2014/4/30 4:03:34","8"
"84","104","96","000","6","409","16388","23","1","D","2014/4/30 4:03:47","2014/4/30 4:04:04","17"
"85","104","96","000","6","409","16388","22","1","A","2014/4/30 4:05:57","2014/4/30 4:06:13","16"
"86","104","96","000","6","409","16388","22","1","D","2014/4/30 4:06:18","2014/4/30 4:06:43","25"
"87","104","96","000","6","409","16388","21","1","A","2014/4/30 4:08:29","2014/4/30 4:08:49","20"
"88","104","96","000","6","409","16388","21","1","D","2014/4/30 4:08:53","2014/4/30 4:09:24","31"
"89","104","96","000","6","409","16388","20","1","A","2014/4/30 4:11:07","2014/4/30 4:11:40","33"
"90","104","96","000","6","409","16388","20","1","D","2014/4/30 4:11:36","2014/4/30 4:12:05","29"
"91","104","96","000","6","409","16388","19","1","A","2014/4/30 4:13:44","2014/4/30 4:14:06","22"
"92","104","96","000","6","409","16388","19","1","D","2014/4/30 4:14:14","2014/4/30 4:14:41","27"
"93","104","96","000","6","409","16388","18","1","A","2014/4/30 4:15:51","2014/4/30 4:16:05","14"
"94","104","96","000","6","409","16388","18","1","D","2014/4/30 4:16:18","2014/4/30 4:16:40","22"
"95","104","96","000","6","409","16388","17","1","A","2014/4/30 4:18:31","2014/4/30 4:18:31","0"
"96","104","96","000","6","409","16388","17","1","D","2014/4/30 4:18:53","2014/4/30 4:19:06","13"
"97","104","96","000","6","409","16388","16","1","A","2014/4/30 4:20:50","2014/4/30 4:20:57","7"
"98","104","96","000","6","409","16388","16","1","D","2014/4/30 4:21:29","2014/4/30 4:21:37","8"
"99","104","96","000","6","409","16388","15","1","A","2014/4/30 4:23:02","2014/4/30 4:22:55","-7"
"100","104","96","000","6","409","16388","15","1","D","2014/4/30 4:23:05","2014/4/30 4:23:25","20"
"101","120","25","000","12","297","16388","4","2","A","2014/4/30 9:57:55","2014/4/30 9:54:16","-219"
"102","120","25","000","12","297","16388","4","2","D","2014/4/30 9:58:32","2014/4/30 9:54:51","-221"
"103","120","25","000","12","297","16388","5","2","A","2014/4/30 10:01:22","2014/4/30 9:57:40","-222"
"104","120","25","000","12","297","16388","5","2","D","2014/4/30 10:01:47","2014/4/30 9:58:20","-207"
"105","120","25","000","12","297","16388","6","2","A","2014/4/30 10:04:08","2014/4/30 10:00:36","-212"
"106","120","25","000","12","297","16388","6","2","D","2014/4/30 10:04:27","2014/4/30 10:01:11","-196"
"107","120","25","000","12","297","16388","7","2","A","2014/4/30 10:06:26","2014/4/30 10:02:57","-209"
"108","120","25","000","12","297","16388","7","2","D","2014/4/30 10:06:49","2014/4/30 10:03:42","-187"
"109","120","25","000","12","297","16388","8","2","A","2014/4/30 10:08:45","2014/4/30 10:05:14","-211"
"110","120","25","000","12","297","16388","8","2","D","2014/4/30 10:08:47","2014/4/30 10:05:59","-168"
"111","120","25","000","12","297","16388","9","2","A","2014/4/30 10:11:11","2014/4/30 10:07:47","-204"
"112","120","25","000","12","297","16388","9","2","D","2014/4/30 10:11:16","2014/4/30 10:08:17","-179"
"113","120","25","000","12","297","16388","10","2","A","2014/4/30 10:13:19","2014/4/30 10:09:49","-210"
"114","120","25","000","12","297","16388","10","2","D","2014/4/30 10:14:43","2014/4/30 10:10:19","-264"
"115","120","25","000","12","297","16388","11","2","A","2014/4/30 10:16:14","2014/4/30 10:11:40","-274"
"116","120","25","000","12","297","16388","11","2","D","2014/4/30 10:16:35","2014/4/30 10:12:15","-260"
"117","120","25","000","12","297","16388","12","2","A","2014/4/30 10:18:28","2014/4/30 10:13:51","-277"
"118","120","25","000","12","297","16388","12","2","D","2014/4/30 10:18:50","2014/4/30 10:14:26","-264"
"119","120","25","000","12","297","16388","13","2","A","2014/4/30 10:21:19","2014/4/30 10:16:35","-284"
"120","120","25","000","12","297","16384","13","2","D","2014/4/30 10:21:36","2014/4/30 10:17:30","-246"
"121","120","25","000","12","297","16388","14","2","A","2014/4/30 10:23:44","2014/4/30 10:18:47","-297"
"122","120","25","000","12","297","16388","14","2","D","2014/4/30 10:24:02","2014/4/30 10:19:12","-290"
"123","120","25","000","12","297","16388","15","2","A","2014/4/30 10:25:36","2014/4/30 10:20:34","-302"
"124","120","25","000","12","297","16388","15","2","D","2014/4/30 10:25:56","2014/4/30 10:21:04","-292"
"125","120","25","000","12","297","16388","16","2","A","2014/4/30 10:27:37","2014/4/30 10:23:10","-267"
"126","120","25","000","12","297","16388","16","2","D","2014/4/30 10:28:05","2014/4/30 10:23:50","-255"
"127","120","25","000","12","297","16388","17","2","A","2014/4/30 10:30:20","2014/4/30 10:25:38","-282"
"128","120","25","000","12","297","16388","17","2","D","2014/4/30 10:30:40","2014/4/30 10:26:13","-267"
"129","120","25","000","12","297","16388","18","2","A","2014/4/30 10:33:19","2014/4/30 10:28:12","-307"
"130","120","25","000","12","297","16388","18","2","D","2014/4/30 10:33:43","2014/4/30 10:28:47","-296"
"131","120","25","000","12","297","16388","19","2","A","2014/4/30 10:35:30","2014/4/30 10:30:12","-318"
"132","104","96","000","4","407","16388","6","1","A","2014/4/30 2:19:55","2014/4/30 2:20:10","15"
"133","104","96","000","4","407","16388","6","1","D","2014/4/30 2:19:59","2014/4/30 2:20:45","46"
"134","104","96","000","4","407","16388","5","1","A","2014/4/30 2:22:38","2014/4/30 2:23:02","24"
"135","104","96","000","4","407","16388","5","1","D","2014/4/30 2:23:08","2014/4/30 2:23:42","34"
"136","104","96","000","4","407","16388","4","1","A","2014/4/30 2:26:11","2014/4/30 2:26:32","21"
"137","104","96","000","4","407","16388","4","1","D","2014/4/30 2:26:32","2014/4/30 2:27:07","35"
"138","104","96","000","4","407","16388","3","1","A","2014/4/30 2:28:44","2014/4/30 2:29:12","28"
"139","104","96","000","4","407","16388","3","1","D","2014/4/30 2:29:06","2014/4/30 2:29:42","36"
"140","104","96","000","4","407","16388","2","1","A","2014/4/30 2:31:06","2014/4/30 2:31:39","33"
"141","104","96","000","4","407","16388","2","1","D","2014/4/30 2:32:00","2014/4/30 2:31:59","-1"
"142","104","96","000","4","407","16388","1","1","A","2014/4/30 2:34:11","2014/4/30 2:34:04","-7"
"143","104","96","000","4","407","16388","1","1","D","2014/4/30 2:36:06","2014/4/30 2:34:39","-87"
"144","104","25","000","5","408","16388","1","2","A","2014/4/30 2:39:25","2014/4/30 2:39:48","23"
"145","104","25","000","5","408","16388","1","2","D","2014/4/30 2:40:30","2014/4/30 2:40:48","18"
"146","104","25","000","5","408","16388","2","2","A","2014/4/30 2:42:31","2014/4/30 2:42:40","9"
"147","104","25","000","5","408","16388","2","2","D","2014/4/30 2:42:51","2014/4/30 2:43:00","9"
"148","104","25","000","5","408","16388","3","2","A","2014/4/30 2:44:52","2014/4/30 2:44:54","2"
"149","104","25","000","5","408","16388","3","2","D","2014/4/30 2:45:14","2014/4/30 2:45:24","10"
"150","104","25","000","5","408","16388","4","2","A","2014/4/30 2:47:19","2014/4/30 2:47:28","9"
"151","104","25","000","5","408","16388","4","2","D","2014/4/30 2:47:54","2014/4/30 2:48:03","9"
"152","104","25","000","5","408","16388","5","2","A","2014/4/30 2:50:36","2014/4/30 2:50:52","16"
"153","104","25","000","5","408","16388","5","2","D","2014/4/30 2:51:02","2014/4/30 2:51:32","30"
"154","104","25","000","5","408","16388","6","2","A","2014/4/30 2:53:29","2014/4/30 2:53:48","19"
"155","104","25","000","5","408","16388","6","2","D","2014/4/30 2:53:49","2014/4/30 2:54:23","34"
"156","104","25","000","5","408","16388","7","2","A","2014/4/30 2:55:54","2014/4/30 2:56:09","15"
"157","104","25","000","5","408","16388","7","2","D","2014/4/30 2:56:21","2014/4/30 2:56:54","33"
"158","104","25","000","5","408","16388","8","2","A","2014/4/30 2:57:59","2014/4/30 2:58:26","27"
"159","104","25","000","5","408","16388","8","2","D","2014/4/30 2:58:44","2014/4/30 2:59:11","27"
"160","104","25","000","5","408","16388","9","2","A","2014/4/30 3:00:50","2014/4/30 3:00:59","9"
"161","104","25","000","5","408","16388","9","2","D","2014/4/30 3:00:52","2014/4/30 3:01:29","37"
"162","104","25","000","5","408","16388","10","2","A","2014/4/30 3:02:56","2014/4/30 3:03:01","5"
"163","104","25","000","5","408","16388","10","2","D","2014/4/30 3:03:20","2014/4/30 3:03:31","11"
"164","104","25","000","5","408","16388","11","2","A","2014/4/30 3:04:55","2014/4/30 3:04:52","-3"
"165","120","25","000","10","295","16388","27","2","A","2014/4/30 8:31:36","2014/4/30 8:29:46","-110"
"166","120","25","000","10","295","16388","27","2","D","2014/4/30 8:32:02","2014/4/30 8:30:16","-106"
"167","120","25","000","10","295","16388","28","2","A","2014/4/30 8:34:43","2014/4/30 8:32:09","-154"
"168","120","96","000","11","296","16388","28","2","D","2014/4/30 8:36:20","2014/4/30 8:37:46","86"
"169","120","96","000","11","296","16388","27","1","A","2014/4/30 8:38:47","2014/4/30 8:39:33","46"
"170","120","96","000","11","296","16388","27","1","D","2014/4/30 8:39:43","2014/4/30 8:40:03","20"
"171","120","96","000","11","296","16388","26","1","A","2014/4/30 8:41:58","2014/4/30 8:41:47","-11"
"172","120","96","000","11","296","16388","26","1","D","2014/4/30 8:42:15","2014/4/30 8:42:17","2"
"173","120","96","000","11","296","16388","25","1","A","2014/4/30 8:44:40","2014/4/30 8:44:36","-4"
"174","120","96","000","11","296","16388","25","1","D","2014/4/30 8:45:07","2014/4/30 8:45:06","-1"
"175","120","96","000","11","296","16388","24","1","A","2014/4/30 8:47:30","2014/4/30 8:47:34","4"
"176","120","96","000","11","296","16388","24","1","D","2014/4/30 8:47:48","2014/4/30 8:47:59","11"
"177","120","96","000","11","296","16388","23","1","A","2014/4/30 8:49:35","2014/4/30 8:49:43","8"
"178","120","96","000","11","296","16388","23","1","D","2014/4/30 8:49:52","2014/4/30 8:50:13","21"
"179","120","96","000","11","296","16388","22","1","A","2014/4/30 8:51:57","2014/4/30 8:52:22","25"
"180","120","96","000","11","296","16388","22","1","D","2014/4/30 8:52:16","2014/4/30 8:52:52","36"
"181","120","96","000","11","296","16388","21","1","A","2014/4/30 8:54:23","2014/4/30 8:54:58","35"
"182","120","96","000","11","296","16388","21","1","D","2014/4/30 8:54:42","2014/4/30 8:55:33","51"
"183","120","96","000","11","296","16388","20","1","A","2014/4/30 8:56:54","2014/4/30 8:57:49","55"
"184","120","96","000","11","296","16388","20","1","D","2014/4/30 8:57:17","2014/4/30 8:58:14","57"
"185","120","96","000","11","296","16388","19","1","A","2014/4/30 8:59:24","2014/4/30 9:00:15","51"
"186","120","96","000","11","296","16388","19","1","D","2014/4/30 8:59:45","2014/4/30 9:00:50","65"
"187","120","96","000","11","296","16388","18","1","A","2014/4/30 9:01:21","2014/4/30 9:02:14","53"
"188","120","96","000","11","296","16388","18","1","D","2014/4/30 9:01:43","2014/4/30 9:02:49","66"
"189","120","96","000","11","296","16388","17","1","A","2014/4/30 9:03:54","2014/4/30 9:04:40","46"
"190","120","96","000","11","296","16388","17","1","D","2014/4/30 9:04:16","2014/4/30 9:05:15","59"
"191","120","96","000","11","296","16388","16","1","A","2014/4/30 9:06:18","2014/4/30 9:07:06","48"
"192","120","96","000","11","296","16388","16","1","D","2014/4/30 9:06:21","2014/4/30 9:07:46","85"
"193","120","96","000","11","296","16388","15","1","A","2014/4/30 9:10:57","2014/4/30 9:09:04","-113"
"194","120","96","000","11","296","16388","15","1","D","2014/4/30 9:10:58","2014/4/30 9:09:34","-84"
"195","120","96","000","11","296","16388","14","1","A","2014/4/30 9:12:54","2014/4/30 9:10:56","-118"
"196","120","96","000","11","296","16388","14","1","D","2014/4/30 9:13:17","2014/4/30 9:11:21","-116"
"197","120","96","000","11","296","16388","13","1","A","2014/4/30 9:14:56","2014/4/30 9:12:38","-138"
"198","120","96","000","11","296","16388","13","1","D","2014/4/30 9:15:56","2014/4/30 9:13:33","-143"
"199","120","96","000","11","296","16388","12","1","A","2014/4/30 9:18:03","2014/4/30 9:15:29","-154"
"200","120","96","000","11","296","16388","12","1","D","2014/4/30 9:18:48","2014/4/30 9:16:04","-164"
"201","120","96","000","11","296","16388","11","1","A","2014/4/30 9:20:37","2014/4/30 9:17:39","-178"
"202","120","96","000","11","296","16388","11","1","D","2014/4/30 9:21:15","2014/4/30 9:18:14","-181"
"203","120","96","000","11","296","16388","10","1","A","2014/4/30 9:23:13","2014/4/30 9:19:35","-218"
"204","120","96","000","11","296","16388","10","1","D","2014/4/30 9:23:48","2014/4/30 9:20:05","-223"
"205","120","96","000","11","296","16388","9","1","A","2014/4/30 9:25:38","2014/4/30 9:21:37","-241"
"206","120","96","000","11","296","16388","9","1","D","2014/4/30 9:26:01","2014/4/30 9:22:07","-234"
"207","120","96","000","11","296","16388","8","1","A","2014/4/30 9:28:01","2014/4/30 9:23:54","-247"
"208","120","96","000","11","296","16388","8","1","D","2014/4/30 9:28:44","2014/4/30 9:24:39","-245"
"209","120","96","000","11","296","16388","7","1","A","2014/4/30 9:30:33","2014/4/30 9:26:12","-261"
"210","120","96","000","11","296","16388","7","1","D","2014/4/30 9:30:35","2014/4/30 9:26:57","-218"
"211","120","96","000","11","296","16388","6","1","A","2014/4/30 9:33:18","2014/4/30 9:28:42","-276"
"212","120","96","000","11","296","16388","6","1","D","2014/4/30 9:33:52","2014/4/30 9:29:17","-275"
"213","120","96","000","11","296","16388","5","1","A","2014/4/30 9:36:12","2014/4/30 9:31:34","-278"
"214","120","96","000","11","296","16388","5","1","D","2014/4/30 9:36:16","2014/4/30 9:32:14","-242"
"215","120","96","000","11","296","16388","4","1","A","2014/4/30 9:39:52","2014/4/30 9:35:04","-288"
"216","120","96","000","11","296","16388","4","1","D","2014/4/30 9:40:14","2014/4/30 9:35:39","-275"
"217","120","96","000","11","296","16388","3","1","A","2014/4/30 9:42:20","2014/4/30 9:37:44","-276"
"218","120","96","000","11","296","16388","3","1","D","2014/4/30 9:42:46","2014/4/30 9:38:14","-272"
"219","120","96","000","11","296","16388","2","1","A","2014/4/30 9:44:47","2014/4/30 9:40:11","-276"
"220","120","96","000","11","296","16388","2","1","D","2014/4/30 9:44:49","2014/4/30 9:40:31","-258"
"221","120","96","000","11","296","16388","1","1","A","2014/4/30 9:47:17","2014/4/30 9:42:36","-281"
"222","120","96","000","11","296","16388","1","1","D","2014/4/30 9:48:10","2014/4/30 9:43:21","-289"
"223","120","25","000","12","297","16388","1","2","A","2014/4/30 9:50:40","2014/4/30 9:46:36","-244"
"224","120","25","000","12","297","16388","1","2","D","2014/4/30 9:51:07","2014/4/30 9:47:36","-211"
"225","120","25","000","12","297","16388","2","2","A","2014/4/30 9:53:05","2014/4/30 9:49:28","-217"
"226","120","25","000","12","297","16388","2","2","D","2014/4/30 9:53:24","2014/4/30 9:49:48","-216"
"227","120","25","000","12","297","16388","3","2","A","2014/4/30 9:55:26","2014/4/30 9:51:42","-224"
"228","120","25","000","12","297","16388","3","2","D","2014/4/30 9:55:48","2014/4/30 9:52:12","-216"
"229","117","25","000","13","585","16388","22","2","D","2014/4/30 13:39:52","2014/4/30 13:39:27","-25"
"230","117","25","000","13","585","16388","23","2","A","2014/4/30 13:41:59","2014/4/30 13:41:35","-24"
"231","117","25","000","13","585","16388","23","2","D","2014/4/30 13:42:19","2014/4/30 13:42:05","-14"
"232","117","25","000","13","585","16388","24","2","A","2014/4/30 13:44:09","2014/4/30 13:43:48","-21"
"233","117","25","000","13","585","16388","24","2","D","2014/4/30 13:44:28","2014/4/30 13:44:13","-15"
"234","117","25","000","13","585","16388","25","2","A","2014/4/30 13:46:51","2014/4/30 13:46:32","-19"
"235","117","25","000","13","585","16388","25","2","D","2014/4/30 13:47:10","2014/4/30 13:47:02","-8"
"236","117","25","000","13","585","16388","26","2","A","2014/4/30 13:49:12","2014/4/30 13:49:03","-9"
"237","117","25","000","13","585","16388","26","2","D","2014/4/30 13:49:15","2014/4/30 13:49:33","18"
"238","117","25","000","13","585","16388","27","2","A","2014/4/30 13:51:34","2014/4/30 13:51:18","-16"
"239","117","25","000","13","585","16388","27","2","D","2014/4/30 13:51:53","2014/4/30 13:51:48","-5"
"240","117","25","000","13","585","16388","28","3","A","2014/4/30 13:53:46","2014/4/30 13:53:41","-5"
"241","117","25","000","13","585","16388","28","3","D","2014/4/30 13:55:19","2014/4/30 13:54:41","-38"
"242","117","25","000","13","585","16388","28","4","D","2014/4/30 13:56:13","2014/4/30 13:56:13","0"
"243","117","96","000","14","586","16388","28","1","A","2014/4/30 14:01:15","2014/4/30 14:01:04","-11"
"244","117","96","000","14","586","16388","28","1","D","2014/4/30 14:02:03","2014/4/30 14:02:04","1"
"245","117","96","000","14","586","16388","27","1","A","2014/4/30 14:03:52","2014/4/30 14:03:51","-1"
"246","117","96","000","14","586","16388","27","1","D","2014/4/30 14:04:32","2014/4/30 14:04:21","-11"
"247","117","96","000","14","586","16388","26","1","A","2014/4/30 14:06:18","2014/4/30 14:06:05","-13"
"248","117","96","000","14","586","16388","26","1","D","2014/4/30 14:06:21","2014/4/30 14:06:35","14"
"249","117","96","000","14","586","16388","25","1","A","2014/4/30 14:09:01","2014/4/30 14:08:54","-7"
"250","117","96","000","14","586","16388","25","1","D","2014/4/30 14:09:45","2014/4/30 14:09:24","-21"
"251","117","96","000","14","586","16388","24","1","A","2014/4/30 14:12:06","2014/4/30 14:11:52","-14"
"252","117","96","000","14","586","16388","24","1","D","2014/4/30 14:12:27","2014/4/30 14:12:17","-10"
"253","117","96","000","14","586","16388","23","1","A","2014/4/30 14:14:10","2014/4/30 14:14:01","-9"
"254","117","96","000","14","586","16388","23","1","D","2014/4/30 14:14:39","2014/4/30 14:14:31","-8"
"255","117","96","000","14","586","16388","22","1","A","2014/4/30 14:16:52","2014/4/30 14:16:40","-12"
"256","117","96","000","14","586","16388","22","1","D","2014/4/30 14:17:11","2014/4/30 14:17:10","-1"
"257","117","96","000","14","586","16388","21","1","A","2014/4/30 14:19:35","2014/4/30 14:19:16","-19"
"258","120","25","000","10","295","16388","9","2","D","2014/4/30 7:48:23","2014/4/30 7:47:35","-48"
"259","120","25","000","10","295","16388","10","2","A","2014/4/30 7:50:08","2014/4/30 7:49:07","-61"
"260","120","25","000","10","295","16388","10","2","D","2014/4/30 7:50:28","2014/4/30 7:49:37","-51"
"261","120","25","000","10","295","16388","11","2","A","2014/4/30 7:52:06","2014/4/30 7:50:58","-68"
"262","120","25","000","10","295","16388","11","2","D","2014/4/30 7:52:28","2014/4/30 7:51:33","-55"
"263","120","25","000","10","295","16388","12","2","A","2014/4/30 7:54:24","2014/4/30 7:53:09","-75"
"264","120","25","000","10","295","16388","12","2","D","2014/4/30 7:54:49","2014/4/30 7:53:44","-65"
