区域,指标名称,年份,指标值
宁夏回族自治区,单位产值烟粉尘排放排放总量_公斤每万元,2008,23.1
宁夏回族自治区,单位产值烟粉尘排放排放总量_公斤每万元,2009,18.2
宁夏回族自治区,单位产值烟粉尘排放排放总量_公斤每万元,2010,27.8
宁夏回族自治区,单位产值烟粉尘排放排放总量_公斤每万元,2011,22.2
宁夏回族自治区,单位产值烟粉尘排放排放总量_公斤每万元,2012,18.2
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,1995,6.12
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,1996,6.71
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,1997,10.84
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,1998,9.58
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,1999,10.45
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2000,9.38
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2001,9.35
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2002,9.12
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2003,9.1
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2004,8.84
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2005,8.24
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2006,8.13
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2007,8.86
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2008,9.62
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2009,11.84
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2010,12.85
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2011,13.45
宁夏回族自治区,单位农业产值塑料地膜使用量_公斤每万元,2012,12.9
宁夏回族自治区,单位农业产值总氮排放量_公斤每万元,2011,17.2
宁夏回族自治区,单位农业产值总氮排放量_公斤每万元,2012,14.14
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,1995,88.42
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,1996,91.98
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,1997,91.21
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,1998,92.57
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,1999,124.65
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2000,138.1
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2001,132.32
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2002,130.99
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2003,116.77
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2004,115.91
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2005,119.29
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2006,114.83
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2007,116.17
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2008,116.33
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2009,120.76
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2010,117.82
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2011,115.38
宁夏回族自治区,单位农业产值柴油使用量_公斤每万元,2012,115.7
宁夏回族自治区,单位农业产值氨氮排放量_公斤每万元,2011,1.11
宁夏回族自治区,单位农业产值氨氮排放量_公斤每万元,2012,1.05
宁夏回族自治区,单位农业产值用水量_立方米每万元,1995,15674.6
宁夏回族自治区,单位农业产值用水量_立方米每万元,1996,12852.7
宁夏回族自治区,单位农业产值用水量_立方米每万元,1997,12364
宁夏回族自治区,单位农业产值用水量_立方米每万元,1998,11594.9
宁夏回族自治区,单位农业产值用水量_立方米每万元,1999,11247.1
宁夏回族自治区,单位农业产值用水量_立方米每万元,2000,9696.9
宁夏回族自治区,单位农业产值用水量_立方米每万元,2001,8698.4
宁夏回族自治区,单位农业产值用水量_立方米每万元,2002,7842.1
宁夏回族自治区,单位农业产值用水量_立方米每万元,2003,5687.3
宁夏回族自治区,单位农业产值用水量_立方米每万元,2004,6164.6
宁夏回族自治区,单位农业产值用水量_立方米每万元,2005,6114.3
宁夏回族自治区,单位农业产值用水量_立方米每万元,2006,5680.7
宁夏回族自治区,单位农业产值用水量_立方米每万元,2007,4791.4
宁夏回族自治区,单位农业产值用水量_立方米每万元,2008,4623.9
宁夏回族自治区,单位农业产值用水量_立方米每万元,2009,4104.3
宁夏回族自治区,单位农业产值用水量_立方米每万元,2010,3793.9
宁夏回族自治区,单位农业产值用水量_立方米每万元,2011,3666.8
宁夏回族自治区,单位农业产值用水量_立方米每万元,2012,3215.1
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,1995,990.27
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,1996,964.28
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,1997,1040.31
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,1998,951.79
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,1999,972.26
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2000,948.68
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2001,878.4
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2002,845.79
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2003,836.84
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2004,808.64
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2005,786.82
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2006,789.07
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2007,786.37
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2008,744.71
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2009,635.59
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2010,639.18
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2011,666.18
宁夏回族自治区,单位农业产值用电量_千瓦时每万元,2012,667.57
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,1998,42.7
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,1999,41.4
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2000,63.9
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2001,62.2
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2002,33.5
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2003,27.2
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2004,15.9
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2005,31
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2006,27
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2007,23.4
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2008,20
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2009,17
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2010,14.5
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2011,14
宁夏回族自治区,单位工业增加值COD总量_公斤每万元,2012,12
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,1996,119.9
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,1997,111.1
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,1998,94.4
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,1999,83.5
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2000,75.3
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2001,66.5
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2002,67
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2003,78.5
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2004,70.5
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2005,74.4
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2006,73.8
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2007,63.2
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2008,52.9
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2009,42.6
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2010,37.1
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2011,43.8
宁夏回族自治区,单位工业增加值二氧化硫总量_公斤每万元,2012,38.9
安徽省,单位GDP固定资产投资_元每万元,1995,2941
安徽省,单位GDP固定资产投资_元每万元,1996,2934.6
安徽省,单位GDP固定资产投资_元每万元,1997,2927.9
安徽省,单位GDP固定资产投资_元每万元,1998,2866.8
安徽省,单位GDP固定资产投资_元每万元,1999,2853.3
安徽省,单位GDP固定资产投资_元每万元,2000,2986.4
安徽省,单位GDP固定资产投资_元每万元,2001,2969.5
安徽省,单位GDP固定资产投资_元每万元,2002,3219.8
安徽省,单位GDP固定资产投资_元每万元,2003,3766.7
安徽省,单位GDP固定资产投资_元每万元,2004,4022
安徽省,单位GDP固定资产投资_元每万元,2005,4697.8
安徽省,单位GDP固定资产投资_元每万元,2006,5780.9
安徽省,单位GDP固定资产投资_元每万元,2007,6911.5
安徽省,单位GDP固定资产投资_元每万元,2008,7622.3
安徽省,单位GDP固定资产投资_元每万元,2009,8934.6
安徽省,单位GDP固定资产投资_元每万元,2010,9339.5
安徽省,单位GDP固定资产投资_元每万元,2011,8140.6
安徽省,单位GDP固定资产投资_元每万元,2012,8962.2
安徽省,单位GDP氨氮排放量_公斤每万元,2001,1.541
安徽省,单位GDP氨氮排放量_公斤每万元,2002,1.435
安徽省,单位GDP氨氮排放量_公斤每万元,2003,1.312
安徽省,单位GDP氨氮排放量_公斤每万元,2004,1.135
安徽省,单位GDP氨氮排放量_公斤每万元,2005,1.106
安徽省,单位GDP氨氮排放量_公斤每万元,2006,1.094
安徽省,单位GDP氨氮排放量_公斤每万元,2007,0.893
安徽省,单位GDP氨氮排放量_公斤每万元,2008,0.692
安徽省,单位GDP氨氮排放量_公斤每万元,2009,0.600
安徽省,单位GDP氨氮排放量_公斤每万元,2010,0.493
安徽省,单位GDP氨氮排放量_公斤每万元,2011,0.687
安徽省,单位GDP氨氮排放量_公斤每万元,2012,0.590
安徽省,单位GDP用水总量_立方米每万元,1995,1096.4
安徽省,单位GDP用水总量_立方米每万元,1996,869.8
安徽省,单位GDP用水总量_立方米每万元,1997,870.8
安徽省,单位GDP用水总量_立方米每万元,1998,718.8
安徽省,单位GDP用水总量_立方米每万元,1999,720
安徽省,单位GDP用水总量_立方米每万元,2000,605.3
安徽省,单位GDP用水总量_立方米每万元,2001,607.1
安徽省,单位GDP用水总量_立方米每万元,2002,573.5
安徽省,单位GDP用水总量_立方米每万元,2003,468.5
安徽省,单位GDP用水总量_立方米每万元,2004,485.6
安徽省,单位GDP用水总量_立方米每万元,2005,433.9
安徽省,单位GDP用水总量_立方米每万元,2006,448.6
安徽省,单位GDP用水总量_立方米每万元,2007,376.8
安徽省,单位GDP用水总量_立方米每万元,2008,383.8
安徽省,单位GDP用水总量_立方米每万元,2009,372.4
安徽省,单位GDP用水总量_立方米每万元,2010,326.4
安徽省,单位GDP用水总量_立方米每万元,2011,289
安徽省,单位GDP用水总量_立方米每万元,2012,256.1
安徽省,单位GDP能源消耗总量_公斤每万元,1995,2316.4
安徽省,单位GDP能源消耗总量_公斤每万元,1996,2212.6
安徽省,单位GDP能源消耗总量_公斤每万元,1997,1932.3
安徽省,单位GDP能源消耗总量_公斤每万元,1998,1852.3
安徽省,单位GDP能源消耗总量_公斤每万元,1999,1737.4
安徽省,单位GDP能源消耗总量_公斤每万元,2000,1671.3
安徽省,单位GDP能源消耗总量_公斤每万元,2001,1609.9
安徽省,单位GDP能源消耗总量_公斤每万元,2002,1525.8
安徽省,单位GDP能源消耗总量_公斤每万元,2003,1431.6
安徽省,单位GDP能源消耗总量_公斤每万元,2004,1393.2
安徽省,单位GDP能源消耗总量_公斤每万元,2005,1357.2
安徽省,单位GDP能源消耗总量_公斤每万元,2006,1310.9
安徽省,单位GDP能源消耗总量_公斤每万元,2007,1256.7
安徽省,单位GDP能源消耗总量_公斤每万元,2008,1199.5
安徽省,单位GDP能源消耗总量_公斤每万元,2009,1135.2
安徽省,单位GDP能源消耗总量_公斤每万元,2010,1080.9
安徽省,单位GDP能源消耗总量_公斤每万元,2011,1037
安徽省,单位GDP能源消耗总量_公斤每万元,2012,1037.7
安徽省,单位GDP重金属排放量_公斤每亿元,1995,95.6
安徽省,单位GDP重金属排放量_公斤每亿元,1996,71.5
安徽省,单位GDP重金属排放量_公斤每亿元,1997,56.8
安徽省,单位GDP重金属排放量_公斤每亿元,1998,72.3
安徽省,单位GDP重金属排放量_公斤每亿元,1999,60.4
安徽省,单位GDP重金属排放量_公斤每亿元,2000,46
安徽省,单位GDP重金属排放量_公斤每亿元,2001,9.8
安徽省,单位GDP重金属排放量_公斤每亿元,2002,9.3
安徽省,单位GDP重金属排放量_公斤每亿元,2003,7
安徽省,单位GDP重金属排放量_公斤每亿元,2004,3.6
安徽省,单位GDP重金属排放量_公斤每亿元,2005,3.4
安徽省,单位GDP重金属排放量_公斤每亿元,2006,2.4
安徽省,单位GDP重金属排放量_公斤每亿元,2007,1.9
安徽省,单位GDP重金属排放量_公斤每亿元,2008,1.1
安徽省,单位GDP重金属排放量_公斤每亿元,2009,0.9
安徽省,单位GDP重金属排放量_公斤每亿元,2010,0.7
安徽省,单位GDP重金属排放量_公斤每亿元,2011,2.3
安徽省,单位GDP重金属排放量_公斤每亿元,2012,1.1
安徽省,单位产值农药使用量_吨每亿元,1995,64.53083876
安徽省,单位产值农药使用量_吨每亿元,1996,62.92219159
安徽省,单位产值农药使用量_吨每亿元,1997,62.81610855
安徽省,单位产值农药使用量_吨每亿元,1998,64.6741039
安徽省,单位产值农药使用量_吨每亿元,1999,53.57888557
安徽省,单位产值农药使用量_吨每亿元,2000,55.45746313
安徽省,单位产值农药使用量_吨每亿元,2001,52.08294539
安徽省,单位产值农药使用量_吨每亿元,2002,50.75224391
安徽省,单位产值农药使用量_吨每亿元,2003,57.31153339
安徽省,单位产值农药使用量_吨每亿元,2004,56.47580587
安徽省,单位产值农药使用量_吨每亿元,2005,62.43227736
安徽省,单位产值农药使用量_吨每亿元,2006,59.00261387
安徽省,单位产值农药使用量_吨每亿元,2007,59.1
安徽省,单位产值农药使用量_吨每亿元,2008,62.5
安徽省,单位产值农药使用量_吨每亿元,2009,58.6
安徽省,单位产值农药使用量_吨每亿元,2010,59.3
安徽省,单位产值农药使用量_吨每亿元,2011,57.4
安徽省,单位产值农药使用量_吨每亿元,2012,54.1
安徽省,单位产值化肥施用量_公斤每万元,1995,207.4
安徽省,单位产值化肥施用量_公斤每万元,1996,227.2
安徽省,单位产值化肥施用量_公斤每万元,1997,199.4
安徽省,单位产值化肥施用量_公斤每万元,1998,204.8
安徽省,单位产值化肥施用量_公斤每万元,1999,190.7
安徽省,单位产值化肥施用量_公斤每万元,2000,185.6
安徽省,单位产值化肥施用量_公斤每万元,2001,200.2
安徽省,单位产值化肥施用量_公斤每万元,2002,184.7
安徽省,单位产值化肥施用量_公斤每万元,2003,204.5
安徽省,单位产值化肥施用量_公斤每万元,2004,185.3
安徽省,单位产值化肥施用量_公斤每万元,2005,188.1
安徽省,单位产值化肥施用量_公斤每万元,2006,181.9
安徽省,单位产值化肥施用量_公斤每万元,2007,181.7
安徽省,单位产值化肥施用量_公斤每万元,2008,172.2
安徽省,单位产值化肥施用量_公斤每万元,2009,166.1
安徽省,单位产值化肥施用量_公斤每万元,2010,162.5
安徽省,单位产值化肥施用量_公斤每万元,2011,161.2
安徽省,单位产值化肥施用量_公斤每万元,2012,154.5
安徽省,单位产值工业固体废物排放总量_公斤每万元,1995,1518.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,1996,1238.6
安徽省,单位产值工业固体废物排放总量_公斤每万元,1997,1251.5
安徽省,单位产值工业固体废物排放总量_公斤每万元,1998,1233.7
安徽省,单位产值工业固体废物排放总量_公斤每万元,1999,1103.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,2000,964.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,2001,1026.1
安徽省,单位产值工业固体废物排放总量_公斤每万元,2002,980.1
安徽省,单位产值工业固体废物排放总量_公斤每万元,2003,924
安徽省,单位产值工业固体废物排放总量_公斤每万元,2004,872.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,2005,875.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,2006,932.3
安徽省,单位产值工业固体废物排放总量_公斤每万元,2007,967.8
安徽省,单位产值工业固体废物排放总量_公斤每万元,2008,1090.5
安徽省,单位产值工业固体废物排放总量_公斤每万元,2009,1081
安徽省,单位产值工业固体废物排放总量_公斤每万元,2010,1019.8
安徽省,单位产值工业固体废物排放总量_公斤每万元,2011,1125.6
安徽省,单位产值工业固体废物排放总量_公斤每万元,2012,1052.2
安徽省,单位产值工业废气排放总量_立方米每万元,1995,24108
安徽省,单位产值工业废气排放总量_立方米每万元,1996,17701.6
安徽省,单位产值工业废气排放总量_立方米每万元,1997,16125.5
安徽省,单位产值工业废气排放总量_立方米每万元,1998,14766
安徽省,单位产值工业废气排放总量_立方米每万元,1999,13660
安徽省,单位产值工业废气排放总量_立方米每万元,2000,13514.1
安徽省,单位产值工业废气排放总量_立方米每万元,2001,15124.3
安徽省,单位产值工业废气排放总量_立方米每万元,2002,14692.1
安徽省,单位产值工业废气排放总量_立方米每万元,2003,14122.4
安徽省,单位产值工业废气排放总量_立方米每万元,2004,13740.4
安徽省,单位产值工业废气排放总量_立方米每万元,2005,14519.1
安徽省,单位产值工业废气排放总量_立方米每万元,2006,16089.7
安徽省,单位产值工业废气排放总量_立方米每万元,2007,21520.8
安徽省,单位产值工业废气排放总量_立方米每万元,2008,22690.3
安徽省,单位产值工业废气排放总量_立方米每万元,2009,19489.7
安徽省,单位产值工业废气排放总量_立方米每万元,2010,19875.7
安徽省,单位产值工业废气排放总量_立方米每万元,2011,29836.2
安徽省,单位产值工业废气排放总量_立方米每万元,2012,25944.6
安徽省,单位农业产值总磷排放量_公斤每万元,2011,1.47
安徽省,单位农业产值总磷排放量_公斤每万元,2012,0.93
安徽省,单位产值工业废水排放总量_吨每万元,1995,107.7
安徽省,单位产值工业废水排放总量_吨每万元,1996,85.5
安徽省,单位产值工业废水排放总量_吨每万元,1997,67.5
安徽省,单位产值工业废水排放总量_吨每万元,1998,54
安徽省,单位产值工业废水排放总量_吨每万元,1999,50.1
安徽省,单位产值工业废水排放总量_吨每万元,2000,49.1
安徽省,单位产值工业废水排放总量_吨每万元,2001,42.7
安徽省,单位产值工业废水排放总量_吨每万元,2002,41
安徽省,单位产值工业废水排放总量_吨每万元,2003,37.1
安徽省,单位产值工业废水排放总量_吨每万元,2004,34.3
安徽省,单位产值工业废水排放总量_吨每万元,2005,32.7
安徽省,单位产值工业废水排放总量_吨每万元,2006,30.9
安徽省,单位产值工业废水排放总量_吨每万元,2007,28.5
安徽省,单位产值工业废水排放总量_吨每万元,2008,24.3
安徽省,单位产值工业废水排放总量_吨每万元,2009,22.9
安徽省,单位产值工业废水排放总量_吨每万元,2010,20.6
安徽省,单位产值工业废水排放总量_吨每万元,2011,23.9
安徽省,单位产值工业废水排放总量_吨每万元,2012,22.3
安徽省,单位产值建设用地消耗_亩每亿元,1995,12629.8
安徽省,单位产值建设用地消耗_亩每亿元,1996,11957.9
安徽省,单位产值建设用地消耗_亩每亿元,1997,11381.8
安徽省,单位产值建设用地消耗_亩每亿元,1998,11128.3
安徽省,单位产值建设用地消耗_亩每亿元,1999,10768.1
安徽省,单位产值建设用地消耗_亩每亿元,2000,10470.1
安徽省,单位产值建设用地消耗_亩每亿元,2001,9623
安徽省,单位产值建设用地消耗_亩每亿元,2002,6844.2
安徽省,单位产值建设用地消耗_亩每亿元,2003,6291.3
安徽省,单位产值建设用地消耗_亩每亿元,2004,5603.8
安徽省,单位产值建设用地消耗_亩每亿元,2005,5075.4
安徽省,单位产值建设用地消耗_亩每亿元,2006,4560.2
安徽省,单位产值建设用地消耗_亩每亿元,2007,4024.6
安徽省,单位产值建设用地消耗_亩每亿元,2008,3591.4
安徽省,单位产值建设用地消耗_亩每亿元,2009,3356.8
安徽省,单位产值建设用地消耗_亩每亿元,2010,3106.4
安徽省,单位产值建设用地消耗_亩每亿元,2011,2781.4
安徽省,单位产值建设用地消耗_亩每亿元,2012,2666.6
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,1999,29.9
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2000,19.4
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2001,16.3
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2002,13.9
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2003,18.4
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2004,16.6
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2005,15.9
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2006,13.3
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2007,10
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2008,8.8
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2009,7.2
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2010,5.8
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2011,4.2
安徽省,单位产值烟粉尘排放排放总量_公斤每万元,2012,3.8
安徽省,单位农业产值COD排放量_公斤每万元,2011,19.51
安徽省,单位农业产值COD排放量_公斤每万元,2012,17.83
安徽省,单位农业产值塑料地膜使用量_公斤每万元,1995,5.87
安徽省,单位农业产值塑料地膜使用量_公斤每万元,1996,6.57
安徽省,单位农业产值塑料地膜使用量_公斤每万元,1997,6.12
安徽省,单位农业产值塑料地膜使用量_公斤每万元,1998,6.36
安徽省,单位农业产值塑料地膜使用量_公斤每万元,1999,6.6
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2000,6.54
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2001,7.02
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2002,6.71
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2003,7.25
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2004,7.17
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2005,7.38
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2006,6.92
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2007,6.66
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2008,5.98
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2009,6.02
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2010,6
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2011,6.13
安徽省,单位农业产值塑料地膜使用量_公斤每万元,2012,6.1
安徽省,单位农业产值总氮排放量_公斤每万元,2011,9.24
安徽省,单位农业产值总氮排放量_公斤每万元,2012,8.38
安徽省,单位农业产值柴油使用量_公斤每万元,1995,33.56
安徽省,单位农业产值柴油使用量_公斤每万元,1996,32.36
安徽省,单位农业产值柴油使用量_公斤每万元,1997,30.91
安徽省,单位农业产值柴油使用量_公斤每万元,1998,33.25
安徽省,单位农业产值柴油使用量_公斤每万元,1999,29.16
安徽省,单位农业产值柴油使用量_公斤每万元,2000,30.51
安徽省,单位农业产值柴油使用量_公斤每万元,2001,32.67
安徽省,单位农业产值柴油使用量_公斤每万元,2002,31.5
安徽省,单位农业产值柴油使用量_公斤每万元,2003,34.46
安徽省,单位农业产值柴油使用量_公斤每万元,2004,35.31
安徽省,单位农业产值柴油使用量_公斤每万元,2005,36.6
安徽省,单位农业产值柴油使用量_公斤每万元,2006,37.22
安徽省,单位农业产值柴油使用量_公斤每万元,2007,37.17
安徽省,单位农业产值柴油使用量_公斤每万元,2008,35.41
安徽省,单位农业产值柴油使用量_公斤每万元,2009,34.94
安徽省,单位农业产值柴油使用量_公斤每万元,2010,34.61
安徽省,单位农业产值柴油使用量_公斤每万元,2011,34.42
安徽省,单位农业产值柴油使用量_公斤每万元,2012,33.35
安徽省,单位农业产值氨氮排放量_公斤每万元,2011,1.91
安徽省,单位农业产值氨氮排放量_公斤每万元,2012,1.76
安徽省,单位农业产值用水量_立方米每万元,1995,1385.2
安徽省,单位农业产值用水量_立方米每万元,1996,1176.2
安徽省,单位农业产值用水量_立方米每万元,1997,1182.3
安徽省,单位农业产值用水量_立方米每万元,1998,1003.9
安徽省,单位农业产值用水量_立方米每万元,1999,1046.4
安徽省,单位农业产值用水量_立方米每万元,2000,889.6
安徽省,单位农业产值用水量_立方米每万元,2001,884.5
安徽省,单位农业产值用水量_立方米每万元,2002,873.8
安徽省,单位农业产值用水量_立方米每万元,2003,682.1
安徽省,单位农业产值用水量_立方米每万元,2004,812.6
安徽省,单位农业产值用水量_立方米每万元,2005,747.5
安徽省,单位农业产值用水量_立方米每万元,2006,843.5
安徽省,单位农业产值用水量_立方米每万元,2007,718.1
安徽省,单位农业产值用水量_立方米每万元,2008,851.2
安徽省,单位农业产值用水量_立方米每万元,2009,887.9
安徽省,单位农业产值用水量_立方米每万元,2010,847.3
安徽省,单位农业产值用水量_立方米每万元,2011,823.4
安徽省,单位农业产值用水量_立方米每万元,2012,731.3
安徽省,单位农业产值用电量_千瓦时每万元,1995,381.53
安徽省,单位农业产值用电量_千瓦时每万元,1996,332.73
安徽省,单位农业产值用电量_千瓦时每万元,1997,357.19
安徽省,单位农业产值用电量_千瓦时每万元,1998,321.17
安徽省,单位农业产值用电量_千瓦时每万元,1999,327.41
安徽省,单位农业产值用电量_千瓦时每万元,2000,335.87
安徽省,单位农业产值用电量_千瓦时每万元,2001,338.13
安徽省,单位农业产值用电量_千瓦时每万元,2002,353.95
安徽省,单位农业产值用电量_千瓦时每万元,2003,417.97
安徽省,单位农业产值用电量_千瓦时每万元,2004,396.49
安徽省,单位农业产值用电量_千瓦时每万元,2005,421.3
安徽省,单位农业产值用电量_千瓦时每万元,2006,451.17
安徽省,单位农业产值用电量_千瓦时每万元,2007,488.18
安徽省,单位农业产值用电量_千瓦时每万元,2008,503.8
安徽省,单位农业产值用电量_千瓦时每万元,2009,520.4
安徽省,单位农业产值用电量_千瓦时每万元,2010,545.93
安徽省,单位农业产值用电量_千瓦时每万元,2011,573.41
安徽省,单位农业产值用电量_千瓦时每万元,2012,596.5
安徽省,单位工业增加值COD总量_公斤每万元,1998,19.6
安徽省,单位工业增加值COD总量_公斤每万元,1999,17.2
安徽省,单位工业增加值COD总量_公斤每万元,2000,15.2
安徽省,单位工业增加值COD总量_公斤每万元,2001,13.1
安徽省,单位工业增加值COD总量_公斤每万元,2002,11.8
安徽省,单位工业增加值COD总量_公斤每万元,2003,10.8
安徽省,单位工业增加值COD总量_公斤每万元,2004,9.9
安徽省,单位工业增加值COD总量_公斤每万元,2005,9.3
安徽省,单位工业增加值COD总量_公斤每万元,2006,8.5
安徽省,单位工业增加值COD总量_公斤每万元,2007,7.3
安徽省,单位工业增加值COD总量_公斤每万元,2008,6.2
安徽省,单位工业增加值COD总量_公斤每万元,2009,5.4
安徽省,单位工业增加值COD总量_公斤每万元,2010,4.6
安徽省,单位工业增加值COD总量_公斤每万元,2011,5.3
安徽省,单位工业增加值COD总量_公斤每万元,2012,4.6
安徽省,单位工业增加值二氧化硫总量_公斤每万元,1996,24.1
安徽省,单位工业增加值二氧化硫总量_公斤每万元,1997,21.6
安徽省,单位工业增加值二氧化硫总量_公斤每万元,1998,17.1
安徽省,单位工业增加值二氧化硫总量_公斤每万元,1999,15.2
安徽省,单位工业增加值二氧化硫总量_公斤每万元,2000,13.5
安徽省,单位工业增加值二氧化硫总量_公斤每万元,2001,12.5
