date,trend
2012-11-20,-8.059
2012-11-19,2.257
2012-11-16,-15.565
2012-11-15,-25.129
2012-11-14,7.53
2012-11-13,-31.385
2012-11-12,10.207
2012-11-09,-2.442
2012-11-08,-34.221
2012-11-07,-0.269
2012-11-06,-8.028
2012-11-05,-3.019
2012-11-02,12.618
2012-11-01,35.548
2012-10-31,6.533
2012-10-30,3.404
2012-10-29,-7.266
2012-10-26,-35.371
2012-10-25,-14.41
2012-10-24,1.543
2012-10-23,-18.311
2012-10-22,4.456
2012-10-19,-3.386
2012-10-18,26.07
2012-10-17,6.81
2012-10-16,0.105
2012-10-15,-6.229
2012-10-12,2.064
2012-10-11,-17.074
2012-10-10,4.712
2012-10-09,40.811
2012-10-08,-11.75
2012-09-28,29.846
2012-09-27,52.151
2012-09-26,-25.121
2012-09-25,-3.899
2012-09-24,6.502
2012-09-21,1.853
2012-09-20,-42.994
2012-09-19,8.288
2012-09-18,-18.957
2012-09-17,-45.347
2012-09-14,13.468
2012-09-13,-16.175
2012-09-12,6
2012-09-11,-14.339
2012-09-10,7.131
2012-09-07,75.844
2012-09-06,14.237
2012-09-05,-5.968
2012-09-04,-15.498
2012-09-03,11.625
2012-08-31,-5.063
2012-08-30,-0.65
2012-08-29,-19.919
2012-08-28,17.446
2012-08-27,-36.396
2012-08-24,-20.968
2012-08-23,5.361
2012-08-22,-10.557
2012-08-21,11.311
2012-08-20,-7.934
2012-08-17,2.694
2012-08-16,-6.748
2012-08-15,-23.58
2012-08-14,6.447
2012-08-13,-32.736
2012-08-10,-5.288
2012-08-09,13.112
2012-08-08,3.37
2012-08-07,2.704
2012-08-06,22.12
2012-08-03,21.614
2012-08-02,-12.178
2012-08-01,19.726
2012-07-31,-6.28
2012-07-30,-18.851
2012-07-27,2.761
2012-07-26,-10.147
2012-07-25,-10.438
2012-07-24,5.187
2012-07-23,-27.236
2012-07-20,-16.203
2012-07-19,15.742
2012-07-18,7.913
2012-07-17,13.231
2012-07-16,-37.94
2012-07-13,0.404
2012-07-12,10.108
2012-07-11,10.946
2012-07-10,-6.377
2012-07-09,-52.765
2012-07-06,22.226
2012-07-05,-25.962
2012-07-04,-1.878
2012-07-03,3.083
2012-07-02,0.679
2012-06-29,29.588
2012-06-28,-21.091
2012-06-27,-5.133
2012-06-26,-2.047
2012-06-25,-36.763
2012-06-21,-32
2012-06-20,-7.918
2012-06-19,-15.257
2012-06-18,9.202
2012-06-15,10.904
2012-06-14,-22.978
2012-06-13,29.133
2012-06-12,-16.065
2012-06-11,24.409
2012-06-08,-11.683
2012-06-07,-16.425
2012-06-06,-2.361
2012-06-05,3.366
2012-06-04,-64.886
2012-06-01,1.202
2012-05-31,-12.434
2012-05-30,-4.968
2012-05-29,28.269
2012-05-28,27.814
2012-05-25,-17.42
2012-05-24,-12.464
2012-05-23,-9.87
2012-05-22,25.007
2012-05-21,3.78
2012-05-18,-34.366
2012-05-17,32.694
2012-05-16,-28.651
2012-05-15,-5.882
2012-05-14,-14.258
2012-05-11,-15.247
2012-05-10,1.643
2012-05-09,-40.297
2012-05-08,-3.063
2012-05-07,-0.067
2012-05-04,11.934
2012-05-03,1.644
2012-05-02,42.12
2012-04-27,-8.381
2012-04-26,-2.116
2012-04-25,17.979
2012-04-24,0.246
2012-04-23,-18.275
2012-04-20,28.229
2012-04-19,-2.214
2012-04-18,45.863
2012-04-17,-22.041
2012-04-16,-2.135
2012-04-13,8.297
2012-04-12,41.939
2012-04-11,3.062
2012-04-10,20.086
2012-04-09,-20.776
2012-04-06,4.312
2012-04-05,39.453
2012-03-30,10.628
2012-03-29,-32.721
2012-03-28,-62.298
2012-03-27,-3.42
2012-03-26,1.06
2012-03-23,-26.233
2012-03-22,-2.423
2012-03-21,1.356
2012-03-20,-33.345
2012-03-19,5.448
2012-03-16,30.962
2012-03-15,-17.456
2012-03-14,-64.565
2012-03-13,20.936
2012-03-12,-4.603
2012-03-09,19.186
2012-03-08,25.482
2012-03-07,-15.651
2012-03-06,-34.557
2012-03-05,-15.691
2012-03-02,34.578
2012-03-01,-2.372
2012-02-29,-23.37
2012-02-28,4.8
2012-02-27,7.429
2012-02-24,30.074
2012-02-23,5.967
2012-02-22,22.157
2012-02-21,17.833
2012-02-20,6.416
2012-02-17,0.321
2012-02-16,-9.842
2012-02-15,21.931
2012-02-14,-7.084
2012-02-13,-0.126
2012-02-10,2.392
2012-02-09,2.059
2012-02-08,55.628
2012-02-07,-39.234
2012-02-06,0.731
2012-02-03,17.849
2012-02-02,44.476
2012-02-01,-24.53
2012-01-31,7.572
2012-01-30,-34.08
2012-01-20,23.043
2012-01-19,29.691
2012-01-18,-31.992
2012-01-17,92.183
2012-01-16,-38.387
2012-01-13,-30.43
2012-01-12,-1.036
2012-01-11,-9.698
2012-01-10,59.854
2012-01-09,62.495
2012-01-06,14.943
2012-01-05,-20.938
2012-01-04,-30.027
2011-12-30,25.856
2011-12-29,3.548
2011-12-28,3.808
2011-12-27,-23.905
2011-12-26,-14.674
2011-12-23,18.487
2011-12-22,-4.851
2011-12-21,-24.782
2011-12-20,-2.305
2011-12-19,-6.605
2011-12-16,43.945
2011-12-15,-47.63
2011-12-14,-20.065
2011-12-13,-42.955
2011-12-12,-23.725
2011-12-09,-14.55
2011-12-08,-2.91
2011-12-07,6.825
2011-12-06,-7.324
2011-12-05,-27.435
2011-12-02,-26.196
2011-12-01,53.446
2011-11-30,-78.979
2011-11-29,29.359
2011-11-28,2.81
2011-11-25,-17.33
2011-11-24,2.489
2011-11-23,-17.56
2011-11-22,-2.505
2011-11-21,-1.432
2011-11-18,-46.484
2011-11-17,-3.913
2011-11-16,-62.802
2011-11-15,1.047
2011-11-14,47.63
2011-11-11,1.548
2011-11-10,-45.383
2011-11-09,21.083
2011-11-08,-5.963
2011-11-07,-18.495
2011-11-04,20.204
2011-11-03,3.982
2011-11-02,34.089
2011-11-01,1.769
2011-10-31,-5.16
2011-10-28,37.796
2011-10-27,8.134
2011-10-26,17.808
2011-10-25,39.339
2011-10-24,53.058
2011-10-21,-14.091
2011-10-20,-46.146
2011-10-19,-5.973
2011-10-18,-56.917
2011-10-17,9.027
2011-10-14,-7.415
2011-10-13,18.79
2011-10-12,71.484
2011-10-11,3.729
2011-10-10,-14.433
2011-09-30,-6.123
2011-09-29,-26.719
2011-09-28,-22.992
2011-09-27,21.871
2011-09-26,-39.976
2011-09-23,-9.898
2011-09-22,-69.906
2011-09-21,65.208
2011-09-20,9.96
2011-09-19,-44.548
2011-09-16,3.288
2011-09-15,-5.772
2011-09-14,13.522
2011-09-13,-26.448
2011-09-09,-1.19
2011-09-08,-17.147
2011-09-07,45.566
2011-09-06,-8.215
2011-09-05,-49.541
2011-09-02,-27.762
2011-09-01,-11.298
2011-08-31,0.745
2011-08-30,-9.818
2011-08-29,-35.775
2011-08-26,-3.073
2011-08-25,74.17
2011-08-24,-12.928
2011-08-23,38.156
2011-08-22,-18.495
2011-08-19,-25.114
2011-08-18,-41.789
2011-08-17,-6.905
2011-08-16,-18.604
2011-08-15,33.597
2011-08-12,11.665
2011-08-11,32.332
2011-08-10,23.106
2011-08-09,-0.746
2011-08-08,-99.607
2011-08-05,-57.616
2011-08-04,5.554
2011-08-03,-0.774
2011-08-02,-24.524
2011-08-01,2.054
2011-07-29,-7.048
2011-07-28,-14.715
2011-07-27,20.466
2011-07-26,14.28
2011-07-25,-82.044
2011-07-22,4.896
2011-07-21,-28.311
2011-07-20,-2.778
2011-07-19,-19.705
2011-07-18,-3.481
2011-07-15,9.725
2011-07-14,14.968
2011-07-13,40.894
2011-07-12,-48.11
2011-07-11,4.918
2011-07-08,3.507
2011-07-07,-16.212
2011-07-06,-5.876
2011-07-05,3.537
2011-07-04,53.456
2011-07-01,-2.714
2011-06-30,33.593
2011-06-29,-30.719
2011-06-28,0.972
2011-06-27,12.019
2011-06-24,57.962
2011-06-23,38.928
2011-06-22,2.838
2011-06-21,25.23
2011-06-20,-21.565
2011-06-17,-21.465
2011-06-16,-41.148
2011-06-15,-24.609
2011-06-14,29.661
2011-06-13,-4.764
2011-06-10,1.798
2011-06-09,-46.943
2011-06-08,5.988
2011-06-07,16.28
2011-06-03,22.839
2011-06-02,-38.391
2011-06-01,0.1
2011-05-31,37.111
2011-05-30,-3.586
2011-05-27,-26.58
2011-05-26,-5.214
2011-05-25,-25.315
2011-05-24,-7.513
2011-05-23,-83.89
2011-05-20,-1.115
2011-05-19,-13.197
2011-05-18,19.998
2011-05-17,3.706
2011-05-16,-21.964
2011-05-13,26.948
2011-05-12,-39.337
2011-05-11,-7.214
2011-05-10,18.174
2011-05-09,8.574
2011-05-06,-8.518
2011-05-05,6.387
2011-05-04,-66.171
2011-05-03,20.677
2011-04-29,24.467
2011-04-28,-38.364
2011-04-27,-13.573
2011-04-26,-25.97
2011-04-25,-45.566
2011-04-22,-16.151
2011-04-21,19.631
2011-04-20,7.996
2011-04-19,-58.288
2011-04-18,6.803
2011-04-15,7.891
2011-04-14,-7.763
2011-04-13,29.029
2011-04-12,-1.377
2011-04-11,-7.275
2011-04-08,22.112
2011-04-07,6.549
2011-04-06,33.95
2011-04-01,39.299
2011-03-31,-27.66
2011-03-30,-2.306
2011-03-29,-25.928
2011-03-28,6.191
2011-03-25,31.108
2011-03-24,-1.771
2011-03-23,29.335
2011-03-22,10.005
2011-03-21,2.251
2011-03-18,9.588
2011-03-17,-33.506
2011-03-16,34.548
2011-03-15,-41.371
2011-03-14,3.831
2011-03-11,-23.347
2011-03-10,-45.011
2011-03-09,2.212
2011-03-08,3.731
2011-03-07,53.905
2011-03-04,39.328
2011-03-03,-10.83
2011-03-02,-5.112
2011-03-01,13.867
2011-02-28,26.488
2011-02-25,-0.038
2011-02-24,15.969
2011-02-23,7.118
2011-02-22,-76.73
2011-02-21,32.454
2011-02-18,-27.172
2011-02-17,3.068
2011-02-16,24.659
2011-02-15,0.103
2011-02-14,71.806
2011-02-11,9.165
2011-02-10,44.098
2011-02-09,-24.895
2011-02-01,8.266
2011-01-31,37.944
2011-01-28,3.6
2011-01-27,40.336
2011-01-26,31.382
2011-01-25,-18.288
2011-01-24,-19.574
2011-01-21,37.642
2011-01-20,-80.445
2011-01-19,49.118
2011-01-18,2.319
2011-01-17,-84.684
2011-01-14,-36.369
2011-01-13,6.408
2011-01-12,17.258
2011-01-11,12.238
2011-01-10,-46.992
2011-01-07,14.604
2011-01-06,-14.396
2011-01-05,-14.055
2011-01-04,44.571
2010-12-31,48.502
2010-12-30,8.048
2010-12-29,18.537
2010-12-28,-48.412
2010-12-27,-53.755
2010-12-24,-20.063
2010-12-23,-22.68
2010-12-22,-26.215
2010-12-21,51.199
2010-12-20,-40.824
2010-12-17,-4.398
2010-12-16,-13.276
2010-12-15,-15.663
2010-12-14,4.123
2010-12-13,81.914
2010-12-10,30.091
2010-12-09,-37.597
2010-12-08,-27.315
2010-12-07,18.683
2010-12-06,14.747
2010-12-03,-1.176
2010-12-02,20.158
2010-12-01,3.268
2010-11-30,-46.175
2010-11-29,-5.342
2010-11-26,-26.563
2010-11-25,38.325
2010-11-24,31.654
2010-11-23,-56.089
2010-11-22,-4.195
2010-11-19,23.114
2010-11-18,26.595
2010-11-17,-55.681
2010-11-16,-119.875
2010-11-15,28.978
2010-11-12,-162.309
2010-11-11,32.388
2010-11-10,-19.644
2010-11-09,-24.512
2010-11-08,30.015
2010-11-05,42.558
2010-11-04,55.951
2010-11-03,-14.446
2010-11-02,-8.587
2010-11-01,75.186
2010-10-29,-13.744
2010-10-28,-4.469
2010-10-27,-44.495
2010-10-26,-9.876
2010-10-25,76.376
2010-10-22,-8.49
2010-10-21,-20.418
2010-10-20,2.098
2010-10-19,46.626
2010-10-18,-15.933
2010-10-15,91.524
2010-10-14,18.275
2010-10-13,19.954
2010-10-12,34.465
2010-10-11,68.198
2010-10-08,83.086
2010-09-30,44.98
2010-09-29,-0.676
2010-09-28,-16.613
2010-09-27,36.417
2010-09-21,2.837
2010-09-20,-9.976
2010-09-17,-3.776
2010-09-16,-50.038
2010-09-15,-36.019
2010-09-14,0.202
2010-09-13,25.111
2010-09-10,6.857
2010-09-09,-38.939
2010-09-08,-3.072
2010-09-07,2.113
2010-09-06,40.856
2010-09-03,-0.382
2010-09-02,32.894
2010-09-01,-15.916
2010-08-31,-13.866
2010-08-30,41.922
2010-08-27,7.261
2010-08-26,6.901
