date,quote
2015/2/13,8.03
2015/2/12,8.01
2015/2/11,7.87
2015/2/10,7.59
2015/2/9,7.58
2015/2/6,7.7
2015/2/5,7.76
2015/2/4,7.85
2015/2/3,7.76
2015/2/2,7.78
2015/1/30,7.83
2015/1/29,7.99
2015/1/28,7.99
2015/1/27,8
2015/1/26,7.81
2015/1/23,7.88
2015/1/22,7.82
2015/1/21,7.57
2015/1/20,7.27
2015/1/19,7.46
2015/1/16,7.3
2015/1/15,7.33
2015/1/14,7.43
2015/1/13,7.11
2015/1/12,7.36
2015/1/9,7.37
2015/1/8,7.55
2015/1/7,7.59
2015/1/6,7.26
2015/1/5,7.08
2014/12/31,7.05
2014/12/30,7.16
2014/12/29,7.32
2014/12/26,7.42
2014/12/25,7.31
2014/12/24,7.23
2014/12/23,7.35
2014/12/22,7.87
2014/12/19,7.96
2014/12/18,7.99
2014/12/17,8.16
2014/12/16,8.29
2014/12/15,8.43
2014/12/12,8.35
2014/12/11,8.19
2014/12/10,7.81
2014/12/9,8.46
2014/12/8,8.39
2014/12/5,8.84
2014/12/4,8.84
2014/12/3,8.92
2014/12/2,8.88
2014/12/1,9.11
2014/11/28,9.16
2014/11/27,9.28
2014/11/26,8.94
2014/11/25,8.68
2014/11/24,8.77
2014/11/21,8.81
2014/11/20,8.78
2014/11/19,8.9
2014/11/18,9
2014/11/17,8.9
2014/11/14,8.85
2014/11/13,9.12
2014/11/12,9.08
2014/11/11,9.29
2014/11/10,9.17
2014/11/7,9.06
2014/11/6,9.08
2014/11/5,8.94
2014/11/4,8.91
2014/11/3,8.9
2014/10/31,9.14
2014/10/30,9.3
2014/10/29,9.18
2014/10/28,8.84
2014/10/27,8.74
2014/10/24,8.92
2014/10/23,9.05
2014/10/22,9.15
2014/10/21,9.37
2014/10/20,9.19
2014/10/17,9.5
2014/10/16,9.9
2014/10/15,9.66
2014/10/14,9.89
2014/10/13,9.92
2014/10/10,9.76
2014/10/9,9.39
2014/10/8,9.29
2014/9/30,9.45
2014/9/29,9.35
2014/9/26,9.26
2014/9/25,9.37
2014/9/24,9.05
2014/9/23,8.8
2014/9/22,8.69
2014/9/19,8.36
2014/9/18,8.46
2014/9/17,8.5
2014/9/16,8.6
2014/9/15,8.43
2014/9/12,8.21
2014/9/11,8.28
2014/9/10,8.24
2014/9/9,7.87
2014/9/5,7.63
2014/9/4,7.53
2014/9/3,7.61
2014/9/2,7.24
2014/9/1,7.15
2014/8/29,7
2014/8/28,6.95
2014/8/27,6.92
2014/8/26,7.19
2014/8/25,7.34
2014/8/22,7.46
2014/8/21,7.15
2014/8/20,7.22
2014/8/19,7.25
2014/8/18,7.26
2014/8/15,7.14
2014/8/14,7.34
2014/8/13,6.78
2014/8/12,6.5
2014/8/11,6.48
2014/8/8,6.22
2014/8/7,6.17
2014/8/6,6.14
2014/8/5,6.13
2014/8/4,6.02
2014/8/1,6.06
2014/7/31,6.04
2014/7/30,6.06
2014/7/29,6.02
2014/7/28,5.93
2014/7/25,5.92
2014/7/24,6.09
2014/7/23,6.18
2014/7/22,6.16
2014/7/21,5.9
2014/7/18,5.9
2014/7/17,5.84
2014/7/16,5.88
2014/7/15,5.84
2014/7/14,5.77
2014/7/11,5.68
2014/7/10,5.58
2014/7/9,5.66
2014/7/8,5.61
2014/7/7,5.59
2014/7/4,5.62
2014/7/3,5.62
2014/7/2,5.62
2014/7/1,5.49
2014/6/30,5.48
2014/6/27,5.38
2014/6/26,5.24
2014/6/25,5.29
2014/6/24,5.26
2014/6/23,5.19
2014/6/20,5.19
2014/6/19,5.4
2014/6/18,5.5
2014/6/17,5.61
2014/6/16,5.6
2014/6/13,5.54
2014/6/12,5.58
2014/6/11,5.56
2014/6/10,5.55
2014/6/9,5.59
2014/6/6,5.62
2014/6/5,5.6
2014/6/4,5.67
2014/6/3,5.46
2014/5/30,5.58
2014/5/29,5.68
2014/5/28,5.66
2014/5/27,5.72
2014/5/26,5.66
2014/5/23,5.59
2014/5/22,5.68
2014/5/21,5.65
2014/5/20,5.65
2014/5/19,5.67
2014/5/16,5.69
2014/5/15,5.9
2014/5/14,5.86
2014/5/13,6.04
2014/5/12,5.82
2014/5/9,5.6
2014/5/8,5.63
2014/5/7,5.82
2014/5/6,5.87
2014/5/5,5.66
2014/4/30,5.71
2014/4/29,5.64
2014/4/28,6.1
2014/4/25,6.09
2014/4/24,6.26
2014/4/23,12.61
2014/4/22,12.58
2014/4/21,13.35
2014/4/18,13.25
2014/4/17,13.4
2014/4/16,13.36
2014/4/15,13.7
2014/4/14,13.24
2014/4/11,13.25
2014/4/10,13.46
2014/4/9,13.42
2014/4/8,12.87
2014/4/4,12.65
2014/4/3,12.47
2014/4/2,12.73
2014/4/1,12.72
2014/3/31,12.33
2014/3/28,12.74
2014/3/27,13.08
2014/3/26,12.2
2014/3/25,11.09
2014/3/24,10.75
2014/3/21,10.56
2014/3/20,10.7
2014/3/19,10.65
2014/3/18,10.61
2014/3/17,10.35
2014/3/14,10.42
2014/3/13,10.33
2014/3/12,10.45
2014/3/11,10.46
2014/3/10,11.13
2014/3/7,11.19
2014/3/6,11.19
2014/3/5,11
2014/3/4,11.15
2014/3/3,10.84
2014/2/28,10.58
2014/2/27,10.65
2014/2/26,10.42
2014/2/25,10.93
2014/2/24,10.76
2014/2/21,10.93
2014/2/20,11.26
2014/2/19,11.24
2014/2/18,11.29
2014/2/17,11.09
2014/2/14,10.8
2014/2/13,11.19
2014/2/12,10.99
2014/2/11,10.74
2014/2/10,10.4
2014/2/7,10.24
2014/1/30,10.45
2014/1/29,10.43
2014/1/28,10.4
2014/1/27,10.55
2014/1/24,10.37
2014/1/23,10.33
2014/1/22,10.12
2014/1/21,9.9
2014/1/20,9.9
2014/1/17,10.01
2014/1/16,10.01
2014/1/15,9.92
2014/1/14,9.61
2014/1/13,9.51
2014/1/10,10.06
2014/1/9,10.4
2014/1/8,10.23
2014/1/7,10.1
2014/1/6,10.93
2014/1/3,11.24
2014/1/2,11.1
2013/12/31,11.25
2013/12/30,10.78
2013/12/27,10.5
2013/12/26,10.99
2013/12/25,10.24
2013/12/24,10.19
2013/12/23,10.21
2013/12/20,10.49
2013/12/19,10.48
2013/12/18,10.51
2013/12/17,10.85
2013/12/16,10.68
2013/12/13,10.55
2013/12/12,10.48
2013/12/11,10.77
2013/12/10,10.93
2013/12/9,10.73
2013/12/6,10.49
2013/12/5,10.33
2013/12/4,9.93
2013/12/3,9.5
2013/12/2,10.1
2013/11/29,9.84
2013/11/28,9.83
2013/11/27,9.81
2013/11/26,9.9
2013/11/25,9.65
2013/11/22,9.71
2013/11/21,9.47
2013/11/20,9.45
2013/11/19,9.4
2013/11/18,8.94
2013/11/15,8.86
2013/11/14,9.29
2013/11/13,9.29
2013/11/12,9.29
2013/11/11,9.29
2013/11/8,9.29
2013/11/7,9.29
2013/11/6,9.16
2013/11/5,8.96
2013/11/4,9.05
2013/11/1,9.08
2013/10/31,9.24
2013/10/30,8.97
2013/10/29,9.64
2013/10/28,9.56
2013/10/25,9.36
2013/10/24,9.26
2013/10/23,9.25
2013/10/22,9.34
2013/10/21,9.11
2013/10/18,9.19
2013/10/17,9.22
2013/10/16,9.49
2013/10/15,9.25
2013/10/14,8.79
2013/10/11,8.84
2013/10/10,8.41
2013/10/9,8.45
2013/10/8,8.3
2013/9/30,8.29
2013/9/27,8.34
2013/9/26,8.29
2013/9/25,8.38
2013/9/24,8.47
2013/9/23,8.22
2013/9/18,8.22
2013/9/17,8.35
2013/9/16,8.28
2013/9/13,8.24
2013/9/12,8.32
2013/9/11,8.42
2013/9/10,8.47
2013/9/9,8.31
2013/9/6,8.25
2013/9/5,8.25
2013/9/4,8.34
2013/9/3,8.26
2013/9/2,8.02
2013/8/30,8.34
2013/8/29,8.25
2013/8/28,8.74
2013/8/27,8.6
2013/8/26,8.52
2013/8/23,8.63
2013/8/22,8.71
2013/8/21,7.92
2013/8/20,7.2
2013/8/19,7.2
2013/8/16,7.2
2013/8/15,7.2
2013/8/14,7.2
2013/8/13,7.2
2013/8/12,7.2
2013/8/9,7.2
2013/8/8,7.2
2013/8/7,7.2
2013/8/6,7.2
2013/8/5,7.2
2013/8/2,7.2
2013/8/1,7.2
2013/7/31,7.2
2013/7/30,7.2
2013/7/29,7.2
2013/7/26,7.2
2013/7/25,7.2
2013/7/24,7.2
2013/7/23,7.2
2013/7/22,7.2
2013/7/19,7.2
2013/7/18,7.2
2013/7/17,7.2
2013/7/16,7.2
2013/7/15,7.2
2013/7/12,7.11
2013/7/11,6.98
2013/7/10,6.76
2013/7/9,6.8
2013/7/8,6.95
2013/7/5,6.98
2013/7/4,6.83
2013/7/3,6.97
2013/7/2,6.93
2013/7/1,6.84
2013/6/28,6.9
2013/6/27,7.1
2013/6/26,7.12
2013/6/25,7.24
2013/6/24,7.59
2013/6/21,7.54
2013/6/20,7.68
2013/6/19,7.73
2013/6/18,7.75
2013/6/17,7.75
2013/6/14,7.69
2013/6/13,8.1
2013/6/7,8.26
2013/6/6,8.35
2013/6/5,8.35
2013/6/4,8.5
2013/6/3,8.49
2013/5/31,8.59
2013/5/30,8.2
2013/5/29,8.2
2013/5/28,8.26
2013/5/27,8.25
2013/5/24,8.18
2013/5/23,8.43
2013/5/22,8.44
2013/5/21,8.34
2013/5/20,8.32
2013/5/17,8.21
2013/5/16,8.14
2013/5/15,8
2013/5/14,8.08
2013/5/13,7.83
2013/5/10,7.84
2013/5/9,7.89
2013/5/8,7.88
2013/5/7,7.9
2013/5/6,7.81
2013/5/3,7.62
2013/5/2,7.57
2013/4/26,7.97
2013/4/25,8.29
2013/4/24,12.22
2013/4/23,12.6
2013/4/22,12.83
2013/4/19,11.9
2013/4/18,11.79
2013/4/17,11.68
2013/4/16,11.61
2013/4/15,11.68
2013/4/12,11.71
2013/4/11,11.81
2013/4/10,11.8
2013/4/9,11.58
2013/4/8,11.66
2013/4/3,11.84
2013/4/2,11.95
2013/4/1,11.83
2013/3/29,11.78
2013/3/28,12.28
2013/3/27,12.45
2013/3/26,12.35
2013/3/25,11.82
2013/3/22,11.7
2013/3/21,11.6
2013/3/20,11.2
2013/3/19,11.15
2013/3/18,11.32
2013/3/15,11.31
2013/3/14,11.24
2013/3/13,11.36
2013/3/12,11.8
2013/3/11,11.9
2013/3/8,11.96
2013/3/7,12.17
2013/3/6,11.75
2013/3/5,11.42
2013/3/4,11.84
2013/3/1,11.54
2013/2/28,11.35
2013/2/27,11.46
2013/2/26,11.66
2013/2/25,11.6
2013/2/22,11.52
2013/2/21,11.78
2013/2/20,11.59
2013/2/19,11.92
2013/2/18,11.94
2013/2/8,11.84
2013/2/7,11.88
2013/2/6,11.77
2013/2/5,11.7
2013/2/4,11.77
2013/2/1,11.52
2013/1/31,11.51
2013/1/30,11.46
2013/1/29,11.34
2013/1/28,10.95
2013/1/25,10.96
2013/1/24,11.31
2013/1/23,11.42
2013/1/22,11.79
2013/1/21,11.72
2013/1/18,11.43
2013/1/17,11.52
2013/1/16,11.6
2013/1/15,11.33
2013/1/14,10.94
2013/1/11,11.26
2013/1/10,11.13
2013/1/9,11.2
2013/1/8,11.08
2013/1/7,10.83
2013/1/4,10.98
2012/12/31,10.98
2012/12/28,10.8
2012/12/27,10.9
2012/12/26,10.5
2012/12/25,10.24
2012/12/24,10.14
2012/12/21,10.06
2012/12/20,10.06
2012/12/19,9.97
2012/12/18,10.07
2012/12/17,9.85
2012/12/14,9.44
2012/12/13,9.69
2012/12/12,9.68
2012/12/11,9.85
2012/12/10,9.66
2012/12/7,9.36
2012/12/6,9.4
2012/12/5,9.03
2012/12/4,8.96
2012/12/3,9.18
2012/11/30,9.05
2012/11/29,9.4
2012/11/28,9.93
2012/11/27,10.64
2012/11/26,10.61
2012/11/23,10.5
2012/11/22,10.56
2012/11/21,10.36
2012/11/20,10.39
2012/11/19,10.28
2012/11/16,10.39
2012/11/15,10.63
2012/11/14,10.63
2012/11/13,10.83
2012/11/12,10.8
2012/11/9,10.91
2012/11/8,11.24
2012/11/7,11.29
2012/11/6,11.37
2012/11/5,11.33
2012/11/2,11.36
2012/11/1,11.12
2012/10/31,11.22
2012/10/30,11.25
2012/10/29,11.36
2012/10/26,11.8
2012/10/25,11.95
2012/10/24,12.04
2012/10/23,11.97
2012/10/22,12.04
2012/10/19,12.19
2012/10/18,12.07
2012/10/17,11.95
2012/10/16,12.03
2012/10/15,12.15
2012/10/12,12.29
2012/10/11,12.48
2012/10/10,12.54
2012/10/9,12.36
2012/10/8,12.39
2012/9/28,12.26
2012/9/27,12.08
2012/9/26,12.09
2012/9/25,12.09
2012/9/24,12.04
2012/9/21,12.25
2012/9/20,12.69
2012/9/19,12.52
2012/9/18,12.49
2012/9/17,12.86
2012/9/14,12.94
2012/9/13,13.09
2012/9/12,13.22
2012/9/11,13.35
2012/9/10,13.38
2012/9/7,12.98
2012/9/6,12.8
2012/9/5,12.6
2012/9/4,12.64
2012/9/3,12.53
2012/8/31,12.4
2012/8/30,12.66
2012/8/29,12.7
2012/8/28,12.69
2012/8/27,13
2012/8/24,13.16
2012/8/23,13.05
2012/8/22,13.03
2012/8/21,13.04
2012/8/20,13.05
2012/8/17,12.98
2012/8/16,13.24
2012/8/15,13.37
2012/8/14,13.36
2012/8/13,13.4
2012/8/10,13.44
2012/8/9,13.26
2012/8/8,13.23
2012/8/7,13.05
2012/8/6,12.68
2012/8/3,12.38
2012/8/2,12.35
2012/8/1,12.04
2012/7/31,12.2
2012/7/30,12.14
2012/7/27,12.16
2012/7/26,12.02
2012/7/25,12.1
2012/7/24,12
2012/7/23,12.15
2012/7/20,12.22
2012/7/19,12.08
2012/7/18,12.08
2012/7/17,11.97
2012/7/16,12.62
2012/7/13,12.79
2012/7/12,12.76
2012/7/11,12.83
2012/7/10,12.8
2012/7/9,13.03
2012/7/6,12.97
2012/7/5,13.41
2012/7/4,13.57
2012/7/3,13.35
2012/7/2,13.26
2012/6/29,13.2
2012/6/28,13.38
2012/6/27,13.25
2012/6/26,13.66
2012/6/25,14.07
2012/6/21,14.25
2012/6/20,13.36
2012/6/19,13.88
2012/6/18,13.8
2012/6/15,13.3
2012/6/14,13.42
2012/6/13,13.12
2012/6/12,13.23
2012/6/11,12.9
2012/6/8,12.93
2012/6/7,13.19
2012/6/6,12.99
2012/6/5,13.35
2012/6/4,13.68
2012/6/1,13.75
2012/5/31,13.76
2012/5/30,13.49
2012/5/29,13.25
2012/5/28,13.39
2012/5/25,12.54
2012/5/24,12.43
2012/5/23,12.58
2012/5/22,12.47
2012/5/21,12.38
2012/5/18,12.4
2012/5/17,12.2
2012/5/16,12.45
2012/5/15,12.34
2012/5/14,12.33
2012/5/11,12.37
2012/5/10,12.47
2012/5/9,12.85
2012/5/8,12.9
2012/5/7,12.71
2012/5/4,12.72
2012/5/3,12.62
2012/5/2,12.45
2012/4/27,12.18
2012/4/26,12.39
2012/4/25,12.38
2012/4/24,12.26
2012/4/23,12.26
2012/4/20,11.66
2012/4/19,11.95
2012/4/18,11.8
2012/4/17,12.03
2012/4/16,12.04
2012/4/13,11.9
2012/4/12,11.6
2012/4/11,11.65
2012/4/10,11.7
2012/4/9,11.86
2012/4/6,12
2012/4/5,11.83
2012/3/30,11.71
2012/3/29,11.85
2012/3/28,12.64
2012/3/27,12.62
2012/3/26,12.68
2012/3/23,12.96
2012/3/22,12.91
2012/3/21,12.8
2012/3/20,13.28
2012/3/19,13
2012/3/16,12.73
2012/3/15,12.91
2012/3/14,13.66
2012/3/13,13.32
2012/3/12,13.26
2012/3/9,12.89
2012/3/8,12.71
2012/3/7,12.86
2012/3/6,13.11
2012/3/5,13.23
2012/3/2,12.95
2012/3/1,12.9
2012/2/29,13.17
2012/2/28,13.18
2012/2/27,13.3
2012/2/24,13.18
2012/2/23,12.86
2012/2/22,12.64
2012/2/21,12.42
2012/2/20,12.46
2012/2/17,12.68
2012/2/16,12.68
2012/2/15,12.47
2012/2/14,12.38
2012/2/13,12.3
2012/2/10,12.22
2012/2/9,12.34
2012/2/8,12.07
2012/2/7,12.48
2012/2/6,12.19
2012/2/3,11.96
2012/2/2,11.5
2012/2/1,11.98
2012/1/31,11.69
2012/1/30,11.74
2012/1/20,11.54
2012/1/19,11.34
2012/1/18,11.65
2012/1/17,11.07
2012/1/16,11.52
2012/1/13,11.97
2012/1/12,12
2012/1/11,12.19
2012/1/10,11.73
2012/1/9,11.19
2012/1/6,10.73
2012/1/5,11.19
2012/1/4,11.43
2011/12/30,11.2
2011/12/29,11.12
2011/12/28,11.3
2011/12/27,12.12
2011/12/26,12.21
2011/12/23,12.22
2011/12/22,12.55
2011/12/21,13.57
2011/12/20,13.48
2011/12/19,13.81
2011/12/16,13.96
2011/12/15,15.51
2011/12/14,15.36
2011/12/13,15.58
2011/12/12,16.35
2011/12/9,16.9
2011/12/8,16.88
2011/12/7,15.88
2011/12/6,16.34
2011/12/5,15.9
2011/12/2,15.18
2011/12/1,14.92
2011/11/30,15.8
2011/11/29,15.97
2011/11/28,15.69
2011/11/25,14.65
2011/11/24,14.72
2011/11/23,14.73
2011/11/22,14.7
2011/11/21,14.88
2011/11/18,15.38
2011/11/17,15.55
2011/11/16,15.62
2011/11/15,15.57
2011/11/14,15.21
2011/11/11,14.9
2011/11/10,15.11
2011/11/9,15.05
2011/11/8,14.87
2011/11/7,15.34
2011/11/4,15.43
2011/11/3,15.3
2011/11/2,14.85
2011/11/1,15.03
2011/10/31,15
2011/10/28,14.7
2011/10/27,14.85
2011/10/26,14.64
2011/10/25,14.48
2011/10/24,13.39
2011/10/21,13.58
2011/10/20,14.01
2011/10/19,14
2011/10/18,14.48
2011/10/17,14.56
2011/10/14,14.5
2011/10/13,14.37
2011/10/12,13.81
2011/10/11,13.77
2011/10/10,13.97
2011/9/30,13.91
2011/9/29,14.9
2011/9/28,15.05
2011/9/27,14.98
2011/9/26,15.25
2011/9/23,14.91
2011/9/22,15.03
2011/9/21,14.56
2011/9/20,14.5
2011/9/19,14.88
2011/9/16,14.73
2011/9/15,14.77
2011/9/14,14.42
2011/9/13,14.71
2011/9/9,14.7
2011/9/8,14.88
2011/9/7,14.27
2011/9/6,14.57
2011/9/5,15.18
2011/9/2,15.17
2011/9/1,15.27
2011/8/31,15.35
2011/8/30,15.6
2011/8/29,16
2011/8/26,15.86
2011/8/25,16.2
2011/8/24,15.7
2011/8/23,15.01
2011/8/22,14.85
2011/8/19,14.8
2011/8/18,15.25
2011/8/17,15.13
2011/8/16,15.44
2011/8/15,15.17
2011/8/12,14.52
2011/8/11,14.24
2011/8/10,13.88
2011/8/9,14.02
2011/8/8,15.11
2011/8/5,15.72
2011/8/4,15.89
2011/8/3,15.49
2011/8/2,15.59
2011/8/1,15.49
2011/7/29,15.57
2011/7/28,15.52
2011/7/27,15.24
2011/7/26,15.21
2011/7/25,16.27
2011/7/22,16.2
2011/7/21,16.87
2011/7/20,17.02
2011/7/19,17.19
2011/7/18,16.88
2011/7/15,16.54
2011/7/14,16.43
2011/7/13,16.22
2011/7/12,16.82
2011/7/11,16.93
2011/7/8,16.61
2011/7/7,16.82
2011/7/6,16.84
2011/7/5,16.27
2011/7/4,16
2011/7/1,16.3
2011/6/30,16.15
2011/6/29,17
2011/6/28,16
2011/6/27,15.57
2011/6/24,15.07
2011/6/23,15.08
2011/6/22,14.59
2011/6/21,14.43
2011/6/20,15.74
2011/6/17,16.46
2011/6/16,17.98
2011/6/15,18.76
2011/6/14,18.76
2011/6/13,18.76
2011/6/10,18.76
2011/6/9,18.76
2011/6/8,18.76
2011/6/7,18.76
2011/6/3,18.76
2011/6/2,18.76
2011/6/1,18.76
2011/5/31,18.76
2011/5/30,18.76
2011/5/27,18.76
2011/5/26,18.76
2011/5/25,18.76
2011/5/24,18.76
2011/5/23,18.76
2011/5/20,18.76
2011/5/19,18.76
2011/5/18,18.76
2011/5/17,18.76
2011/5/16,18.76
2011/5/13,18.76
2011/5/12,18.76
2011/5/11,17.05
2011/5/10,15.5
2011/5/9,15.38
2011/5/6,15.52
2011/5/5,15.39
2011/5/4,15.96
2011/5/3,15.98
2011/4/29,15.62
2011/4/28,16.08
2011/4/27,16.65
2011/4/26,18.49
2011/4/25,38.81
2011/4/22,38.98
2011/4/21,38.96
2011/4/20,38.06
2011/4/19,37.69
2011/4/18,36.91
2011/4/15,37.84
2011/4/14,37.7
2011/4/13,37.81
2011/4/12,37.81
2011/4/11,38.21
2011/4/8,38
2011/4/7,36.99
2011/4/6,37.13
2011/4/1,36.2
2011/3/31,36.18
2011/3/30,36.95
2011/3/29,37.98
2011/3/28,37.84
2011/3/25,38.15
2011/3/24,38.57
2011/3/23,38.18
2011/3/22,38.46
2011/3/21,38.01
2011/3/18,37.75
2011/3/17,38.87
2011/3/16,38.98
2011/3/15,38.89
2011/3/14,39.2
2011/3/11,38.3
2011/3/10,37.18
2011/3/9,37.14
2011/3/8,36.84
2011/3/7,36.2
2011/3/4,35.8
2011/3/3,35.72
2011/3/2,35.4
2011/3/1,35.9
2011/2/28,35.99
2011/2/25,36.75
2011/2/24,35.18
2011/2/23,33.78
2011/2/22,34.8
2011/2/21,34.23
2011/2/18,34.62
2011/2/17,34.6
2011/2/16,33.33
2011/2/15,33.43
2011/2/14,33.09
2011/2/11,32.8
2011/2/10,32
2011/2/9,32.75
2011/2/1,32.62
2011/1/31,31.92
2011/1/28,31.66
2011/1/27,31.37
2011/1/26,30.88
2011/1/25,32
2011/1/24,32.25
2011/1/21,32.4
2011/1/20,34.15
2011/1/19,33.52
2011/1/18,33.52
2011/1/17,35.36
2011/1/14,36.43
2011/1/13,36.52
2011/1/12,36.13
2011/1/11,36.26
2011/1/10,36.75
2011/1/7,37.3
2011/1/6,38
2011/1/5,38.11
2011/1/4,37.99
2010/12/31,37.14
2010/12/30,36.95
2010/12/29,36
2010/12/28,36.5
2010/12/27,37.27
2010/12/24,37.44
2010/12/23,37.43
2010/12/22,37.88
2010/12/21,37.6
2010/12/20,38.2
2010/12/17,38.34
2010/12/16,38.71
2010/12/15,38
2010/12/14,37.71
2010/12/13,36.82
2010/12/10,36
2010/12/9,35.8
2010/12/8,35.59
2010/12/7,35.05
2010/12/6,35.45
2010/12/3,35.79
2010/12/2,35.69
2010/12/1,35.88
2010/11/30,36.89
2010/11/29,36.12
2010/11/26,35.9
2010/11/25,36.41
2010/11/24,36.28
2010/11/23,35.68
2010/11/22,34.82
2010/11/19,33.91
2010/11/18,33.19
2010/11/17,33.81
2010/11/16,34.75
2010/11/15,33.91
2010/11/12,36.3
2010/11/11,37.25
2010/11/10,36.51
2010/11/9,36.77
2010/11/8,35.46
2010/11/5,34.98
2010/11/4,33.94
2010/11/3,35.25
2010/11/2,36.04
2010/11/1,34.96
2010/10/29,34.71
2010/10/28,35.48
2010/10/27,35.48
2010/10/26,35.85
2010/10/25,33.71
2010/10/22,33.58
2010/10/21,33.49
2010/10/20,33.77
2010/10/19,32.5
2010/10/18,30.95
2010/10/15,31.2
2010/10/14,32.49
2010/10/13,32.95
2010/10/12,32.95
2010/10/11,33.02
2010/10/8,32.05
2010/9/30,31.71
2010/9/29,30.96
2010/9/28,31.1
2010/9/27,30.45
2010/9/21,30.28
2010/9/20,30.74
2010/9/17,31.08
2010/9/16,32.2
2010/9/15,32.55
2010/9/14,31.91
2010/9/13,31.59
2010/9/10,31.78
2010/9/9,32.75
2010/9/8,32.53
2010/9/7,31.85
2010/9/6,32.49
2010/9/3,32.04
2010/9/2,31.2
2010/9/1,31.82
2010/8/31,31.5
2010/8/30,30.8
2010/8/27,30.5
2010/8/26,30.15
2010/8/25,31.85
2010/8/24,31.65
2010/8/23,31.46
2010/8/20,32.5
2010/8/19,32.95
2010/8/18,32.91
2010/8/17,31.64
2010/8/16,30.9
2010/8/13,30.2
2010/8/12,30.89
2010/8/11,30.32
2010/8/10,31.47
2010/8/9,30.25
2010/8/6,29.48
2010/8/5,29.6
2010/8/4,29.31
2010/8/3,29.6
2010/8/2,29.22
2010/7/30,29.65
2010/7/29,29.38
2010/7/28,28.76
2010/7/27,28.89
2010/7/26,28.35
2010/7/23,28.35
2010/7/22,27.71
2010/7/21,27.86
2010/7/20,27.38
2010/7/19,26.44
